time,x_omega,y_omega,z_omega,temp,index,x_angle_1,y_angle_1,z_angle_1,x_angle_2,y_angle_2,z_angle_2
32.264,-0.005762741,0.01994201,-0.092207099,27.625,18518,75.01365425,-2.455019568,-9.142810466,41.16633012,-44.3223115,6.484835799
32.266,-0.003637199,0.039331642,-0.082650072,27.625,18519,75.0136401,-2.454835654,-9.142781309,41.1663186,-44.32227161,6.484651385
32.268,-0.006294127,0.056101054,-0.072031152,27.625,18520,75.01362031,-2.454663516,-9.14271439,41.16631132,-44.32219295,6.484486085
32.27,-0.005231356,0.068154068,-0.060350341,27.625,18521,75.01360281,-2.454507637,-9.142618296,41.16629874,-44.32208075,6.484342022
32.272,-0.00469997,0.07863495,-0.044421962,27.625,18522,75.0135871,-2.454377009,-9.142493934,41.16628827,-44.32194444,6.484221322
32.274,-0.00948244,0.07601473,-0.037519664,27.625,18523,75.01356274,-2.454261028,-9.142371171,41.16627887,-44.32178717,6.484132478
32.276,-0.008951055,0.071298333,-0.023715069,27.625,18524,75.01354121,-2.454174069,-9.142250593,41.16625991,-44.32163514,6.484057438
32.278,-0.008951055,0.065009803,-0.015219933,27.625,18525,75.01352106,-2.45410672,-9.142137909,41.16624201,-44.32149254,6.484010008
32.28,-0.011607983,0.054004877,-0.013627095,27.625,18526,75.01349666,-2.45404813,-9.142045706,41.1662241,-44.32136253,6.483979568
32.282,-0.012670754,0.040903774,-0.011503311,27.625,18527,75.01347143,-2.454000405,-9.14197777,41.16620089,-44.32125452,6.483952314
32.284,-0.011607983,0.029898848,-0.008317636,27.625,18528,75.01344956,-2.453964507,-9.141929514,41.16617555,-44.32117271,6.483929308
32.286,-0.011076597,0.019417966,-0.008317636,27.625,18529,75.01342962,-2.453934029,-9.141901526,41.16615233,-44.32111291,6.483912672
32.288,-0.00948244,0.006316863,-0.006193852,27.625,18530,75.01341416,-2.453914416,-9.141897805,41.16613018,-44.32107407,6.483896037
32.29,-0.006294127,-0.010976593,0.007079798,27.625,18531,75.01340784,-2.453929307,-9.141920857,41.16611121,-44.32106144,6.483883649
32.292,-0.000980271,-0.019885343,0.023539123,27.625,18532,75.01341454,-2.4539805,-9.141952868,41.16609863,-44.32108339,6.483897809
32.294,-0.005762741,-0.029318137,0.04371507,27.625,18533,75.01341447,-2.454075424,-9.141992985,41.16609666,-44.32112316,6.483944887
32.296,-0.004168585,-0.030366225,0.063891017,27.625,18534,75.01341969,-2.45420974,-9.142024993,41.16608514,-44.3211818,6.484032317
32.298,-0.005762741,-0.031414314,0.072386152,27.625,18535,75.01342266,-2.454360958,-9.142054761,41.1660768,-44.32124253,6.484160099
32.3,-0.007356898,-0.027746005,0.084066964,27.625,18536,75.01342331,-2.454532771,-9.142071567,41.16606528,-44.32130536,6.484304872
32.302,-0.006294127,-0.025649828,0.083005072,27.625,18537,75.01342581,-2.454701455,-9.142084853,41.16605056,-44.32136085,6.484473006
32.304,-0.006825512,-0.01307277,0.08194318,27.625,18538,75.01342609,-2.45486159,-9.142074352,41.16603797,-44.32141215,6.484639016
32.306,-0.006825512,-0.002591887,0.078757504,27.625,18539,75.01342519,-2.455010169,-9.142045184,41.16602432,-44.3214383,6.484802902
32.308,-0.004168585,0.006840907,0.07397899,27.625,18540,75.01342834,-2.455144669,-9.142000175,41.16601067,-44.32144348,6.484960417
32.31,0.0000825,0.010509216,0.067607639,27.625,18541,75.01343905,-2.455265003,-9.141951274,41.16600234,-44.3214298,6.485108375
32.312,0.001676657,0.026230539,0.060174395,27.625,18542,75.0134509,-2.455362892,-9.141875705,41.1660025,-44.32140878,6.48524359
32.314,0.003802199,0.032519068,0.044246016,27.625,18543,75.01346489,-2.455426856,-9.141795978,41.16600585,-44.32135632,6.485363939
32.316,-0.001511657,0.037235465,0.027786691,27.625,18544,75.01346621,-2.455456687,-9.141715398,41.16601346,-44.32129128,6.485452431
32.318,-0.000448886,0.041427818,0.00548696,27.625,18545,75.01346709,-2.455441408,-9.141637913,41.16601043,-44.32121681,6.485508005
32.32,-0.000980271,0.048764436,-0.010972365,27.625,18546,75.01346464,-2.45539064,-9.14155451,41.16600954,-44.32113396,6.485518978
32.322,-0.002574428,0.041951862,-0.022653177,27.625,18547,75.0134584,-2.455320903,-9.141490148,41.16600758,-44.32103643,6.485497034
32.324,-0.000448886,0.043523995,-0.029024529,27.625,18548,75.01345565,-2.455238084,-9.141425947,41.16600243,-44.32095252,6.485451727
32.326,-0.001511657,0.03775951,-0.031679258,27.625,18549,75.01345098,-2.455153134,-9.141374226,41.16600153,-44.32086548,6.485393678
32.328,0.003270813,0.034615245,-0.039112502,27.625,18550,75.01345539,-2.455055496,-9.14133232,41.16599851,-44.32078996,6.48533032
32.33,0.001676657,0.027802671,-0.042298178,27.625,18551,75.01345686,-2.454955247,-9.141305188,41.16600505,-44.32072073,6.485252095
32.332,0.004333585,0.018893921,-0.050262368,27.625,18552,75.01346359,-2.45484427,-9.141299283,41.1660084,-44.32066512,6.485167498
32.334,0.004333585,0.012605392,-0.044952908,27.625,18553,75.01347137,-2.454746769,-9.141302872,41.16601707,-44.32062733,6.485066974
32.336,0.003802199,2.83E-05,-0.055040881,27.625,18554,75.01347811,-2.454636347,-9.14133585,41.16602574,-44.32060212,6.484977068
32.338,-0.000448886,-0.013596814,-0.054509935,27.625,18555,75.01347754,-2.454533994,-9.141394908,41.16603334,-44.32060207,6.484866986
32.34,0.003270813,-0.021457475,-0.044952908,27.625,18556,75.01348601,-2.45445411,-9.141464366,41.16603244,-44.32062926,6.484757966
32.342,0.000613886,-0.037702843,-0.044952908,27.625,18557,75.01349051,-2.454382628,-9.141565239,41.16603898,-44.32067217,6.48466806
32.344,-0.002043042,-0.049231813,-0.042298178,27.625,18558,75.01349092,-2.45432222,-9.141687071,41.16604021,-44.32074758,6.484578155
32.346,0.003802199,-0.05394821,-0.042829124,27.625,18559,75.01350336,-2.454263229,-9.141818291,41.16603613,-44.32084604,6.484493558
32.348,0.004333585,-0.061808872,-0.045483854,27.625,18560,75.01351725,-2.454203192,-9.141966045,41.16604373,-44.32095394,6.4844079
32.35,0.001145271,-0.059712696,-0.043891016,27.625,18561,75.01352474,-2.454145137,-9.142108946,41.1660524,-44.32107756,6.484316932
32.352,0.00486497,-0.056568431,-0.036988718,27.625,18562,75.01354011,-2.454098748,-9.142242298,41.16605469,-44.32119698,6.48422915
32.354,0.003270813,-0.058140563,-0.030086421,27.625,18563,75.0135531,-2.454066463,-9.142375224,41.16606442,-44.32131012,6.484155173
32.356,-0.000980271,-0.057092475,-0.024776961,27.625,18564,75.01355804,-2.45404386,-9.142503455,41.16607096,-44.3214264,6.484095
32.358,0.002208042,-0.047135637,-0.01044142,27.625,18565,75.01356997,-2.454043713,-9.142605232,41.166069,-44.32154059,6.484045446
32.36,-0.003105813,-0.038750931,-0.00778669,27.625,18566,75.01357084,-2.454044341,-9.142689461,41.16607341,-44.32163486,6.484024563
32.362,-0.003637199,-0.030366225,0.000708446,27.625,18567,75.0135708,-2.454056991,-9.142753208,41.1660672,-44.32171236,6.48400899
32.364,-0.002574428,-0.014644902,0.009203582,27.625,18568,75.01357244,-2.454077869,-9.142782287,41.16605993,-44.32177309,6.484010407
32.366,-0.005762741,0.001600466,0.017698717,27.625,18569,75.0135672,-2.454106704,-9.142775685,41.16605478,-44.32180238,6.484028814
32.368,-0.00469997,0.016273701,0.028317637,27.625,18570,75.01356394,-2.454148398,-9.142735373,41.16604325,-44.32179918,6.484064211
32.37,-0.007888284,0.027802671,0.032565204,27.625,18571,75.01355377,-2.454192309,-9.142670634,41.16603385,-44.32176663,6.484120847
32.372,-0.005762741,0.04037973,0.04371507,27.625,18572,75.01354793,-2.454251186,-9.142575973,41.16601808,-44.32171103,6.484185977
32.374,-0.005762741,0.045620171,0.043184124,27.625,18573,75.0135416,-2.45430633,-9.142471445,41.16600655,-44.32163027,6.484273407
32.376,-0.00469997,0.044048039,0.034158042,27.625,18574,75.01353663,-2.454344906,-9.142374491,41.16599503,-44.32153903,6.484359775
32.378,-0.005762741,0.046668259,0.028317637,27.625,18575,75.01352872,-2.45437088,-9.142275404,41.16598563,-44.32145093,6.484428092
32.38,-0.006294127,0.047192304,0.014513041,27.625,18576,75.01351833,-2.454370001,-9.142182239,41.1659741,-44.3213576,6.484484727
32.382,-0.007356898,0.047192304,0.00283223,27.625,18577,75.01350464,-2.45434663,-9.142094941,41.16596151,-44.32126321,6.484513753
32.384,-0.006294127,0.039855686,-0.007255744,27.625,18578,75.01349268,-2.454307626,-9.142026898,41.1659468,-44.32116883,6.484519417
32.386,-0.005231356,0.037235465,-0.011503311,27.625,18579,75.01348264,-2.454261799,-9.141966055,41.16593421,-44.32108912,6.484504906
32.388,-0.010545211,0.025706495,-0.009910474,27.625,18580,75.01346308,-2.454225001,-9.141926707,41.16592375,-44.32101464,6.484481899
32.39,-0.003637199,0.017845833,-0.008848582,27.625,18581,75.01345809,-2.454194314,-9.141902025,41.16590266,-44.32096323,6.484462078
32.392,-0.005231356,0.01365348,-0.003008176,27.625,18582,75.01345085,-2.454177041,-9.141882517,41.16589538,-44.32092754,6.484444381
32.394,-0.002043042,0.001076422,-0.001946284,27.625,18583,75.01345113,-2.454168318,-9.141886796,41.16588492,-44.32090023,6.484438365
32.396,-0.005231356,-0.007308284,0.001239392,27.625,18584,75.01344605,-2.454170065,-9.141905688,41.16588083,-44.32089808,6.484434472
32.398,-0.00469997,-0.012024681,0.003894122,27.625,18585,75.01344269,-2.454179364,-9.141932368,41.16587037,-44.3209127,6.484436951
32.4,-0.004168585,-0.014644902,0.007079798,27.625,18586,75.01344092,-2.454196152,-9.141962514,41.16586097,-44.32093675,6.484444739
32.402,-0.004168585,-0.020933431,0.011327365,27.625,18587,75.01344011,-2.454224373,-9.142002686,41.16585263,-44.32096604,6.484458899
32.404,-0.003637199,-0.020933431,0.017698717,27.625,18588,75.01344099,-2.454264861,-9.142039658,41.1658443,-44.3210079,6.484481554
32.406,-0.003105813,-0.018837255,0.017167771,27.625,18589,75.01344271,-2.454303244,-9.142072843,41.16583702,-44.32104977,6.484516951
32.408,-0.000980271,-0.016217034,0.018229663,27.625,18590,75.01344857,-2.454342316,-9.142100428,41.16583081,-44.32108744,6.484551287
32.41,-0.002043042,-0.010452549,0.014513041,27.625,18591,75.01345145,-2.45437125,-9.142118733,41.16582885,-44.32111988,6.484587746
32.412,0.001145271,-0.006260196,0.006548852,27.625,18592,75.01345957,-2.454382679,-9.142132932,41.16582477,-44.32114078,6.484616772
32.414,0.0000825,0.003696642,-0.00778669,27.625,18593,75.0134633,-2.454361354,-9.142135078,41.16582706,-44.3211533,6.48462987
32.416,-0.000980271,0.008937083,-0.014158041,27.625,18594,75.01346383,-2.45432505,-9.142130291,41.16582722,-44.32114591,6.484614296
32.418,-0.002043042,0.015749657,-0.024776961,27.625,18595,75.01346061,-2.454264775,-9.142117665,41.16582526,-44.32112804,6.48458598
32.42,-0.000980271,0.018893921,-0.028493583,27.625,18596,75.01345889,-2.454195716,-9.142100825,41.16582117,-44.32109654,6.484536426
32.422,-0.000980271,0.025706495,-0.026369799,27.625,18597,75.01345681,-2.454127224,-9.142069744,41.16581921,-44.32105875,6.484479439
32.424,-0.001511657,0.028326716,-0.030617367,27.625,18598,75.01345303,-2.454049197,-9.142035731,41.16581725,-44.32100734,6.484426699
32.426,-0.005231356,0.027802671,-0.031679258,27.625,18599,75.01344175,-2.453969397,-9.142003264,41.16581423,-44.32095068,6.484365465
32.428,0.000613886,0.035663333,-0.029024529,27.625,18600,75.01344177,-2.453890643,-9.141954263,41.16580377,-44.32089508,6.484302106
32.43,0.001145271,0.030422892,-0.032210204,27.625,18601,75.01344297,-2.453808465,-9.141916997,41.16580499,-44.32082375,6.484244057
32.432,-0.000448886,0.032519068,-0.027962637,27.625,18602,75.01344123,-2.453733382,-9.141873543,41.16580729,-44.3207629,6.484179637
32.434,0.000613886,0.028326716,-0.025838853,27.625,18603,75.01344218,-2.453664557,-9.141837129,41.16580639,-44.32069787,6.484123711
32.436,-0.003105813,0.021514142,-0.023184123,27.625,18604,75.01343652,-2.453604368,-9.141812555,41.16580762,-44.32064121,6.484072034
32.438,-0.001511657,0.015749657,-0.021060339,27.625,18605,75.01343474,-2.453551249,-9.141798062,41.1658014,-44.32059818,6.484025666
32.44,-0.002043042,0.008413039,-0.018405609,27.625,18606,75.01343277,-2.453507037,-9.141796422,41.16579838,-44.32056669,6.483983545
32.442,-0.001511657,2.83E-05,-0.015219933,27.625,18607,75.01343287,-2.453473296,-9.141809395,41.16579429,-44.32054986,6.483946734
32.444,-0.003105813,-0.008880417,-0.010972365,27.625,18608,75.01343095,-2.453452341,-9.141837463,41.16579127,-44.3205498,6.483916294
32.446,-0.000980271,-0.014644902,-0.001946284,27.625,18609,75.01343465,-2.453451748,-9.141872143,41.16578506,-44.32056756,6.483894349
32.448,-0.002043042,-0.01569299,0.004956014,27.625,18610,75.01343702,-2.453464989,-9.141905382,41.1657831,-44.32059685,6.483890456
32.45,0.000613886,-0.021457475,0.012389257,27.625,18611,75.01344591,-2.453495525,-9.141946035,41.16577901,-44.32062824,6.483900369
32.452,0.0000825,-0.020933431,0.019822501,27.625,18612,75.01345445,-2.453540104,-9.14198194,41.16578024,-44.32067115,6.483925147
32.454,-0.000448886,-0.025649828,0.028848583,27.625,18613,75.01346321,-2.453604502,-9.142022431,41.16578041,-44.32071302,6.483964792
32.456,-0.007356898,-0.026173872,0.040529394,27.625,18614,75.01345937,-2.453691665,-9.142058068,41.16577951,-44.32076432,6.484022489
32.458,-0.002574428,-0.027746005,0.054864935,27.625,18615,75.01346666,-2.453807246,-9.142089544,41.16576479,-44.32081667,6.484103548
32.46,-0.003105813,-0.025649828,0.058581557,27.625,18616,75.01347309,-2.453928899,-9.142115099,41.16575965,-44.32087216,6.484213278
32.462,-0.003637199,-0.02460174,0.063891017,27.625,18617,75.0134789,-2.454060234,-9.14213596,41.16575343,-44.32092346,6.484330441
32.464,-0.005231356,-0.017265122,0.061236287,27.625,18618,75.01348065,-2.454182663,-9.142143968,41.16574616,-44.32097266,6.484458223
32.466,-0.001511657,-0.012024681,0.057519665,27.625,18619,75.01348903,-2.454295225,-9.142143709,41.1657357,-44.32100719,6.484580696
32.468,-0.003105813,-0.009404461,0.050086422,27.625,18620,75.01349326,-2.454392118,-9.142142118,41.16573267,-44.32103124,6.484695735
32.47,-0.000448886,-0.007308284,0.042122232,27.625,18621,75.01350184,-2.454472591,-9.142140473,41.16572646,-44.32105005,6.484795908
32.472,0.004333585,-0.001019755,0.038936556,27.625,18622,75.01351914,-2.454543677,-9.142128269,41.16572556,-44.32106467,6.484880152
32.474,-0.006294127,-0.00416402,0.023008177,27.625,18623,75.01351385,-2.454585717,-9.142130146,41.16573423,-44.32106671,6.484958025
32.476,-0.003105813,-0.003115931,0.009203582,27.625,18624,75.01351347,-2.454600633,-9.142136931,41.16572164,-44.32107504,6.485004042
32.478,-0.005231356,-0.003115931,-0.009910474,27.625,18625,75.01350692,-2.454578742,-9.142153317,41.16571543,-44.32108127,6.485022449
32.48,-0.003637199,-0.00416402,-0.029555475,27.625,18626,75.01350169,-2.454519563,-9.142181599,41.16570497,-44.3210875,6.485002628
32.482,-0.00469997,-0.000495711,-0.04336007,27.625,18627,75.01349264,-2.454431906,-9.142209722,41.16569769,-44.32109583,6.484943517
32.484,-0.002574428,-0.000495711,-0.058757503,27.625,18628,75.01348631,-2.454314598,-9.14224558,41.16568829,-44.32109682,6.484856797
32.486,-0.007888284,2.83E-05,-0.065128855,27.625,18629,75.01346866,-2.45418475,-9.142283625,41.16568314,-44.32109781,6.484739282
32.488,-0.005762741,0.002648554,-0.069376423,27.625,18630,75.01345462,-2.454045368,-9.142318736,41.16566737,-44.32109775,6.484609024
32.49,-0.002043042,0.00474473,-0.072562098,27.625,18631,75.01344753,-2.453898768,-9.142351395,41.16565584,-44.32109246,6.484470271
32.492,0.001676657,0.009461127,-0.074154936,27.625,18632,75.01344733,-2.453746661,-9.142375733,41.16565176,-44.32108297,6.484325147
32.494,-0.003105813,0.012081348,-0.072562098,27.625,18633,75.01343751,-2.453596266,-9.142394205,41.16565511,-44.32106405,6.484176837
32.496,-0.00469997,0.01103326,-0.075747774,27.625,18634,75.01342427,-2.453440279,-9.142416303,41.1656489,-44.32103988,6.484031713
32.498,-0.004168585,0.013129436,-0.070438315,27.625,18635,75.01341244,-2.453293432,-9.142431681,41.1656395,-44.32101782,6.483880217
32.5,-0.005762741,0.01994201,-0.061412233,27.625,18636,75.01339777,-2.453160442,-9.142429351,41.16563116,-44.32099156,6.483739341
32.502,-0.007356898,0.016797745,-0.051324259,27.625,18637,75.01338118,-2.453048505,-9.142428033,41.16561964,-44.32095167,6.483616516
32.504,-0.00469997,0.015749657,-0.039112502,27.625,18638,75.01337121,-2.452960624,-9.142422608,41.16560492,-44.32091808,6.483513868
32.506,-0.000448886,0.012605392,-0.027431691,27.625,18639,75.01337118,-2.452896863,-9.142417396,41.16559552,-44.32088658,6.483435643
32.508,-0.000980271,0.012081348,-0.013627095,27.625,18640,75.01337151,-2.452859955,-9.142406262,41.16559462,-44.32086137,6.483380779
32.51,-0.002574428,0.007364951,-0.000884392,27.625,18641,75.01337031,-2.452850024,-9.142397847,41.16559266,-44.3208372,6.483353525
32.512,0.0000825,0.006840907,0.011858311,27.625,18642,75.01337575,-2.452864902,-9.142384044,41.16558751,-44.32082247,6.483351756
32.514,0.001676657,0.003172598,0.024601015,27.625,18643,75.01338595,-2.452906215,-9.142370934,41.16558768,-44.32080879,6.483375473
32.516,0.002208042,-0.002591887,0.030972367,27.625,18644,75.01339834,-2.452962778,-9.14236577,41.16559103,-44.32080245,6.483424675
32.518,0.0000825,-0.005212108,0.039998448,27.625,18645,75.01340759,-2.453038077,-9.142361139,41.16559545,-44.32080763,6.48348662
32.52,0.002208042,-0.007308284,0.046900746,27.625,18646,75.01342196,-2.453127752,-9.142357094,41.16559561,-44.32081806,6.483566617
32.522,-0.000448886,-0.006260196,0.049555476,27.625,18647,75.01343119,-2.453221996,-9.142349689,41.16560003,-44.32083267,6.483660418
32.524,-0.002043042,-0.002067843,0.057519665,27.625,18648,75.01343769,-2.453329408,-9.142330176,41.16559913,-44.32084519,6.483759529
32.526,0.000613886,-0.003639976,0.054864935,27.625,18649,75.01344936,-2.453432522,-9.142315037,41.16559505,-44.32084933,6.483874569
32.528,0.0000825,0.00212451,0.056988719,27.625,18650,75.01345971,-2.453536743,-9.142287684,41.16559627,-44.32085661,6.483984298
32.53,-0.001511657,0.009985172,0.054333989,27.625,18651,75.01346595,-2.453631787,-9.142246464,41.16559644,-44.32085236,6.484098276
32.532,0.003270813,0.018369877,0.051148314,27.625,18652,75.01348074,-2.453716361,-9.14219063,41.16559342,-44.32083239,6.484206944
32.534,0.001145271,0.020466054,0.036281826,27.625,18653,75.01348962,-2.453771223,-9.142138211,41.16559996,-44.32079565,6.48430924
32.536,-0.002574428,0.022038186,0.030441421,27.625,18654,75.01349034,-2.453814025,-9.142085686,41.16560225,-44.32075472,6.484381804
32.538,0.0000825,0.026230539,0.024601015,27.625,18655,75.01349545,-2.453843413,-9.142027987,41.1655971,-44.32071064,6.484442687
32.54,-0.000448886,0.025706495,0.015574933,27.625,18656,75.01349864,-2.453855691,-9.141975836,41.16559726,-44.32065818,6.484491889
32.542,-0.007356898,0.027278627,0.009734528,27.625,18657,75.01348729,-2.453855909,-9.141923579,41.16559637,-44.32060677,6.484523039
32.544,-0.005762741,0.024134363,0.00548696,27.625,18658,75.01347897,-2.453849574,-9.141879536,41.16558165,-44.32055221,6.484542508
32.546,-0.002574428,0.020990098,-0.001946284,27.625,18659,75.01347654,-2.453830552,-9.141845307,41.16557013,-44.32050394,6.484553482
32.548,-0.001511657,0.019417966,-0.00513196,27.625,18660,75.01347605,-2.453806208,-9.141815718,41.16556498,-44.32046196,6.484549589
32.55,-0.006825512,0.01365348,-0.014158041,27.625,18661,75.0134645,-2.453767465,-9.141801811,41.16556196,-44.32042312,6.484539325
32.552,0.000613886,0.012605392,-0.017874663,27.625,18662,75.01346755,-2.453722107,-9.141791797,41.1655483,-44.32039582,6.484511009
32.554,-0.000448886,-0.003115931,-0.028493583,27.625,18663,75.01346871,-2.453664431,-9.141817519,41.16554953,-44.32037061,6.48447526
32.556,-0.003637199,-0.012548725,-0.030617367,27.625,18664,75.01346406,-2.453607545,-9.141862548,41.16554863,-44.32037684,6.484418273
32.558,-0.000448886,-0.016741078,-0.033272096,27.625,18665,75.01346587,-2.453547715,-9.141917018,41.16554136,-44.32040194,6.484357038
32.56,-0.003637199,-0.020409387,-0.03539588,27.625,18666,75.01346139,-2.453485692,-9.141979648,41.16554046,-44.32043542,6.484290494
32.562,-0.003637199,-0.024077696,-0.039112502,27.625,18667,75.01345685,-2.45341841,-9.142051239,41.16553319,-44.32047624,6.484219702
32.564,-0.003637199,-0.027746005,-0.034333988,27.625,18668,75.01345309,-2.453362226,-9.142127523,41.16552591,-44.32052439,6.484141477
32.566,-0.000980271,-0.027746005,-0.03274115,27.625,18669,75.0134548,-2.45330911,-9.142203007,41.16551864,-44.32057988,6.484072809
32.568,-0.003637199,-0.021457475,-0.024246015,27.625,18670,75.01345152,-2.4532691,-9.142262062,41.16551668,-44.32063538,6.484007327
32.57,-0.000980271,-0.020933431,-0.015750879,27.625,18671,75.01345437,-2.453245177,-9.142315838,41.1655094,-44.32067829,6.483958835
32.572,0.002208042,-0.014644902,-0.004070068,27.625,18672,75.01346424,-2.453240495,-9.142351584,41.16550744,-44.32072016,6.483927333
32.574,-0.004168585,-0.009928505,-0.000884392,27.625,18673,75.01346129,-2.453239508,-9.142376611,41.16551186,-44.32074945,6.483919193
32.576,-0.003105813,-0.008880417,0.002301284,27.625,18674,75.0134607,-2.453244114,-9.14239801,41.16550352,-44.32076931,6.483917424
32.578,-0.003637199,2.83E-05,0.009203582,27.625,18675,75.01345899,-2.453257403,-9.142398715,41.16549731,-44.32078707,6.483922027
32.58,-0.003637199,0.00474473,0.006548852,27.625,18676,75.01345663,-2.453263141,-9.142391633,41.16549004,-44.32078701,6.483940434
32.582,-0.006294127,0.008937083,0.002301284,27.625,18677,75.01344819,-2.453258531,-9.142378577,41.16548276,-44.32077752,6.483953531
32.584,-0.006825512,0.015225613,-0.001415338,27.625,18678,75.01343779,-2.453243513,-9.142355229,41.16547017,-44.32075965,6.483958134
32.586,-0.002574428,0.020466054,-0.003539122,27.625,18679,75.01343524,-2.453221694,-9.142322813,41.16545652,-44.32072919,6.483955303
32.588,-0.000448886,0.017321789,-0.010972365,27.625,18680,75.01343646,-2.453187188,-9.142300212,41.16545137,-44.32068826,6.483948225
32.59,-0.003105813,0.01994201,-0.004601014,27.625,18681,75.01343279,-2.453163596,-9.142269343,41.16545048,-44.32065362,6.48392628
32.592,0.002208042,0.024658407,-0.00513196,27.625,18682,75.01343931,-2.453136542,-9.142229621,41.16544426,-44.32061373,6.483917078
32.594,-0.003105813,0.012081348,-0.008848582,27.625,18683,75.01343586,-2.453108836,-9.142216087,41.16544868,-44.32056442,6.483906814
32.596,-0.004168585,0.009985172,-0.003539122,27.625,18684,75.01343099,-2.453092438,-9.142203939,41.16544247,-44.32054026,6.483889117
32.598,-0.002043042,0.005268775,0.003363176,27.625,18685,75.01343146,-2.45309177,-9.142197444,41.16543413,-44.32052029,6.483882039
32.6,-0.000980271,0.001076422,0.00814169,27.625,18686,75.01343488,-2.453102473,-9.142196655,41.16543005,-44.32050975,6.483888765
32.602,-0.004168585,-0.007308284,0.011327365,27.625,18687,75.01343293,-2.453123646,-9.14221048,41.16542808,-44.32050759,6.483905049
32.604,-0.004168585,-0.011500637,0.018229663,27.625,18688,75.01343202,-2.453160279,-9.142228945,41.16541975,-44.32052221,6.483927704
32.606,-0.000980271,-0.011500637,0.024601015,27.625,18689,75.01343813,-2.453209181,-9.142244209,41.16541141,-44.32054521,6.483964163
32.608,-0.002574428,-0.014120858,0.029379529,27.625,18690,75.01344174,-2.453268639,-9.142262139,41.16540945,-44.32056821,6.484013365
32.61,-0.004168585,-0.017265122,0.030972367,27.625,18691,75.01344259,-2.453332791,-9.14228535,41.1654043,-44.32059646,6.484072124
32.612,0.001145271,-0.018313211,0.032034258,27.625,18692,75.01345425,-2.453399529,-9.142310054,41.16539596,-44.32063099,6.484134069
32.614,-0.005231356,-0.017265122,0.026193853,27.625,18693,75.01345249,-2.45345448,-9.142335665,41.16539825,-44.32066761,6.484198137
32.616,-0.002574428,-0.017789167,0.019291555,27.625,18694,75.0134554,-2.45349641,-9.142365756,41.16538779,-44.32070214,6.484250525
32.618,-0.001511657,-0.013596814,0.009203582,27.625,18695,75.01345907,-2.453516746,-9.142392809,41.16538264,-44.32073772,6.484289108
32.62,-0.003105813,-0.011500637,-0.000353446,27.625,18696,75.01345843,-2.453517594,-9.142420608,41.16537962,-44.32076491,6.484307515
32.622,-0.005231356,-0.011500637,-0.014158041,27.625,18697,75.01345215,-2.45349186,-9.142455343,41.16537341,-44.32078792,6.484306808
32.624,-0.004168585,-0.00678424,-0.022653177,27.625,18698,75.01344676,-2.453447329,-9.142485224,41.16536295,-44.32081092,6.484278492
32.626,-0.003105813,-0.000495711,-0.032210204,27.625,18699,75.01344202,-2.453381141,-9.142507746,41.16535461,-44.32082449,6.484233186
32.628,0.0000825,0.010509216,-0.042298178,27.625,18700,75.01344173,-2.453289837,-9.142514055,41.1653484,-44.32082548,6.484168765
32.63,-0.000448886,0.011557304,-0.050262368,27.625,18701,75.0134395,-2.453182654,-9.142522337,41.16534856,-44.32080446,6.484084169
32.632,0.005927741,0.01994201,-0.054509935,27.625,18702,75.0134489,-2.453062956,-9.14251654,41.16534766,-44.32078134,6.483983644
32.634,-0.000448886,0.017321789,-0.058226557,27.625,18703,75.01344539,-2.452937456,-9.142517676,41.16535952,-44.32074146,6.483874624
32.636,0.000613886,0.017321789,-0.057164665,27.625,18704,75.01344411,-2.452814001,-9.142518279,41.16535862,-44.32070682,6.483758171
32.638,0.0000825,0.025182451,-0.053978989,27.625,18705,75.01344144,-2.452692614,-9.142502081,41.16535985,-44.32067217,6.483643842
32.64,0.001145271,0.025706495,-0.051855205,27.625,18706,75.01344107,-2.452575047,-9.142483803,41.16536001,-44.32062181,6.483535884
32.642,-0.002043042,0.026754583,-0.037519664,27.625,18707,75.01343566,-2.452484542,-9.142456297,41.1653623,-44.32057039,6.483432174
32.644,-0.005231356,0.03147098,-0.027962637,27.625,18708,75.01342445,-2.452410002,-9.14241487,41.16535822,-44.32051689,6.483357134
32.646,0.0000825,0.03147098,-0.014158041,27.625,18709,75.01342524,-2.452362043,-9.142366508,41.16534776,-44.32045394,6.483301209
32.648,-0.000448886,0.026754583,-0.004070068,27.625,18710,75.01342637,-2.45233595,-9.142322199,41.16534792,-44.320391,6.483272893
32.65,-0.000980271,0.026754583,0.015043987,27.625,18711,75.01342836,-2.452346663,-9.142268288,41.16534702,-44.32033749,6.483264753
32.652,-0.002574428,0.02256223,0.037343718,27.625,18712,75.01342973,-2.452402486,-9.142211282,41.16534506,-44.32028398,6.483294841
32.654,-0.001511657,0.020990098,0.053803043,27.625,18713,75.01343501,-2.452490816,-9.142149048,41.16533991,-44.32023886,6.483369528
32.656,-0.00469997,0.015749657,0.059112503,27.625,18714,75.01343488,-2.45259208,-9.14209428,41.16533689,-44.32019688,6.483477134
32.658,-0.005231356,0.014177524,0.071324261,27.625,18715,75.01343503,-2.452717673,-9.142036418,41.16532749,-44.32016538,6.483595359
32.66,-0.003637199,0.011557304,0.078226558,27.625,18716,75.01343929,-2.452857913,-9.141980156,41.16531703,-44.32013702,6.483738008
